UniversalMessageId,Message,Day
TWITTER_8_1288562499571331075,"Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) Jacks opinion: Dems Biden is what they want in the White House, to pull the th Amendment and put the VP via",2020-07-29
TWITTER_4_1288559350043336705,"AGAIN!!! For the umpteenth time...Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_8_1288555515983822853,"via : Biden Gets Confused Again, Doesnt Know What Year it is: In the Census, Which is Now Two Censuses Ago (VIDEO)",2020-07-29
TWITTER_8_1288555349084176386,"Biden should promise to redo the census in , probably.",2020-07-29
TWITTER_4_1288554705745072129,"Get him help now. Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_8_1288554615282302978,"The Gaffe Machine rolls on.Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_4_1288554584483311616,"Try imagining, even for a moment, this sad, fuddled old man in charge of a nuclear arsenal.VOTE RED .Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_2_1288552821365903363,"VIDEO - Joe Biden: In the Census, Which Is Now Two Censuses Ago",2020-07-29
TWITTER_2_1288552152311517184,"""Joe Biden: in the census, which is now two censuses """,2020-07-29
TWITTER_8_1288550442964627457,"The [D's] are in so much trouble.................Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_8_1288685242790735875,"Joe Biden said today that the Census was cycles ago. We have a Census every yrs. Therefore, Biden thinks it's .The man is deteriorating in front of our eyes. The Dems don't care. They are so hungry for power they will do anything. This is senior citizen abuse-",2020-07-29
TWITTER_4_1288684904478212096,"This was this past Wednesday. Joe Biden is clearly not mentally fit for the Presidency. He thinks it . OMG How can you allow this? Joe Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-29
TWITTER_8_1288684663553134592,Yesterday Joe Biden did not have a clue where he was today he said the census was two censuses ago.,2020-07-29
TWITTER_2_1288683018639613953,"Biden: ""The census is now two censuses ago.""",2020-07-29
TWITTER_8_1288681121727815680,Joe Biden made a public appearance today and didnt know where he was. He also recently made a comment about the census and stated it was two years ago. Joe is not fit to be President. Not trying to be mean but its true.,2020-07-29
TWITTER_8_1288677643957743616,"Biden: in the census, which is now two censuses",2020-07-29
TWITTER_4_1288676924311576576,SENILE CREEPY PUPPET JOE BIDEN STRIKES AGAIN !!THINKS THE CURRENT YEAR IS ...OR THAT CENSUSES ARE *TEN* YEARS APART !! is real,2020-07-29
TWITTER_2_1288672665251717121,"Joe Biden thinks the Census was years ago. Right now, I wish I was senile, so I didn't know what the ever loving F was going on...",2020-07-29
TWITTER_8_1288670192139038725,The Census is now two censuses awayLMAOJoe Biden July,2020-07-29
TWITTER_7_1288669986433708032,It might be prudent on your part to find a new canidate for President. For God sakes Biden didn't even know what building he was in yesterday prior to making his speech(he wasn't jocking) and doesn't realize this is when speaking about census. Get real.,2020-07-29
TWITTER_8_1288669637668999169,"Biden said ""the census which is two censuses ago""... Wait what???? Where are you JOE!!! LOL",2020-07-29
TWITTER_2_1288666485599109121,"""20/20 Census. Two censuse's ago."" ~ Joe Biden.",2020-07-29
TWITTER_4_1288665590773710850,"thinks it is past . Heck of a Democratic candidate!Joe Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-29
TWITTER_4_1288665074069131264,Oops: Joe Biden Says Census Was Years Ago via,2020-07-29
TWITTER_7_1288664859828248576,Joe Biden said the census was years ago. That's who ur going to vote for? Lmao,2020-07-29
TWITTER_8_1288664562984726529,"Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" via",2020-07-29
TWITTER_7_1288655389022498818,"It's not that I think he did, I know he did. Here's the real un-doctored video. Biden is talking about the census that started April st, and end in Dec. The part they cut out was ""soon to be"" meaning it will be over in a few months. Go to :",2020-07-29
TWITTER_2_1288654421350547456,"He meant to say the census. But everyone makes mistakes. Its just that Biden does it all the time and is randomly coherent. He is in assisted living status, and everyone knows it.",2020-07-29
TWITTER_4_1288653944424521728,"Joe Biden: In The Census, Which Is Now Two Censuses Ago via If Biden makes it the even one Debate, we will be the of !",2020-07-29
TWITTER_8_1288652128173490176,"Truly sad. This is elder abuse by Dems to get another puppet in the White House.Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_8_1288651545253416960,Biden thinks the census was two censuses ago. Another one for your confused Biden collection .,2020-07-29
TWITTER_8_1288651380673196038,"Biden not oriented to date, time or place. Thinks its the year , and the census was two censuses ago.",2020-07-29
TWITTER_8_1288651340550418432,"'...the census which were years ago . . .'Thank you, mush potato brain biden reminding me what year it is!",2020-07-29
TWITTER_8_1288649548705955852,Joe Biden thinks the census was years ago. It shouldnt be hard to convince him he lost the Election !,2020-07-29
TWITTER_8_1288649289476931584,Joe Biden says the census was two censusesago,2020-07-29
TWITTER_2_1288649001110298629,Today Biden said the census was two decades ago.,2020-07-29
TWITTER_2_1288648630790811649,"Biden has completely lost his mind or discovered time travel because yesterday, he said the census was CENSUSES AGO...",2020-07-29
TWITTER_8_1288647999690665984,"""long meaty answers without stumbling""Biden: ""... but you know, on the Census, which is now, two censuses ago...""",2020-07-29
TWITTER_8_1288647991071571973,Joe Biden thinks the census was two years ago. It wouldnt be hard to convince him he lost the Election !,2020-07-29
TWITTER_8_1288647967130267648,"Biden: ""... but you know, on the Census, which is now, two censuses ago...""",2020-07-29
TWITTER_8_1288647939078856705,just saw the sound bite of Joe Bidens comment on the census from two censuses ago - making this ! Searched for his campaigns response & crickets come up!,2020-07-29
TWITTER_8_1288647903905378304,"Joe Biden says the census was ""two censuses ago"" via",2020-07-29
TWITTER_8_1288647883818823681,"Joe Biden: In The Census, Which Is Now Two Censuses Ago - YouTube",2020-07-29
TWITTER_8_1288647870925508608,"Open question: After Joe forgot where he was and thought was census ago, I have a question. Can anyone tell me thing Joe Biden has done in years of service to our country?",2020-07-29
TWITTER_7_1288646614932955136,Blah blah blah your boy Biden is talking about a census that happened to censuss ago- youre left wing ideology of abortion illegal immigration social medicine are insane - youre doomed partner,2020-07-29
TWITTER_2_1288646380022530049,"The sign language people assigned to Biden have to the guy is a . Census, which is now census ago, which is now the largest Latino is in Delaware. Man is this guy a puppet of the left!",2020-07-29
TWITTER_7_1288645002717872129,"Biden doesnt even know what decade he is in.Biden today: the census, which is now TWO census ago, ah, well, soon to be.",2020-07-29
TWITTER_2_1288644751680573440,joe biden really said was two censuses ago in a virtual meeting...,2020-07-29
TWITTER_2_1288644381180919808,"Joe Biden: ""But You Know In The Census, Which Is Now Two Censuses Ago...""Did This Old Man Have Any Sort Of Education?",2020-07-29
TWITTER_4_1288643887431479297,"Oof Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_7_1288642925727899648,Thats nothing! Biden thinks the census was two censuses ago!!,2020-07-29
TWITTER_8_1288642129481404420,This is getting beyond sad. Biden today talking about the census saying that was two censuses ago. What in the actual fu*k?,2020-07-29
TWITTER_8_1288641950866956290,"months ago I predicted by August, Biden would think hes running against Reagan. Today he talked about the Census being two decades ago. Its ridiculous and sad to think he could be POTUS!",2020-07-29
TWITTER_8_1288641262506192896,"At an out of bunker gathering Biden forgot where he was & talked about census which he said was censuses ago. One of his possible VP picks, Karen Black, CBC chairwoman supports taxpayer repatriation of 's of 's of illegal aliens previously deported violent crimes.",2020-07-29
TWITTER_2_1288641099490373632,Biden is locked in a Groundhog's Day version of Back To The Future every time he speaks. He has no clue where he is or what year it is. census is already times ago!,2020-07-29
TWITTER_2_1288638460937539585,Joe Biden didnt know where he was today and said the census was years ago,2020-07-29
TWITTER_4_1288638441366855680,"Biden said today that the Census was Censuss ago! So Mumbles has time warped to where he hasnt won an election, he is still campaigning, thinks he can win and is years old. Biden is the man for ! Says Joe Biden. years on the Fed payroll.",2020-07-29
TWITTER_7_1288638323020496897,Why do you ignore Biden's past racial comments & association with KKK figures and constant gaffs as today while at an out of his bunker gathering Biden forgot where he was and talked about the census where he said that was censuses ago.,2020-07-29
TWITTER_7_1288637969566519297,While at an out of his bunker gathering Biden forgot where he was and talked about the census where he said that was censuses ago. God help us.,2020-07-29
TWITTER_7_1288637766373449728,To make things worse while at an out of his bunker gathering Biden forgot where he was and talked about the census where he said that was censuses ago. God help us.,2020-07-29
TWITTER_4_1288637526870286341,did Joe Biden say the census was two censuses ago. Is he living in the future now,2020-07-29
TWITTER_8_1288637316743991296,"Biden Gets Confused Again, Doesnt KnowWhat Year it is: In the Census, Whichis Now Two Censuses Ago I knew it was time.... or time warp..",2020-07-29
TWITTER_2_1288632548541624320,"Biden: In The Census, Which Is Now Two Censuses Ago......""And Beat This Crimate Clisis""Biden's Notes Reveal He Needed To Be Reminded To ""Not Hold A Grudge"" Against Kamala Harris......Staffers Attempt To Keep Him Away From Media",2020-07-29
TWITTER_7_1288632353451999232,"""In the Census, which was censuses ago"" - Joe Biden /29/2020",2020-07-29
TWITTER_7_1288624938648088577,"Ya think? I just exposed the GOP War Room of doctoring the video and leaving out info where not only does Biden make a correction, but explains what the census' are that he's talking about.Here ya go, dummy. Actual video below:",2020-07-29
TWITTER_2_1288624867991072768,"Biden Gets Confused Again, Doesnt Know What Year it is: In the Census, Which is Now Two Censuses Ago (VIDEO) -",2020-07-29
TWITTER_7_1288624693054853121,"Ya think? I just exposed the GOP War Room of doctoring the video and leaving out info where not onlt does Biden make a correction, but explains what the census' are that he's talking",2020-07-29
TWITTER_8_1288624211607449601,". News: SMH. Biden doesn't know it is the year of . Joe Biden: ""You know, in the Census which is now censuses ago... soon to be.""",2020-07-29
TWITTER_7_1288622102074073091,"Thats the best youve got? Biden cant remember which city hes in or the freakin year! He just claimed, TODAY, that we are two years past the census. You can spin it however you want, but his decline is so obvious.",2020-07-29
TWITTER_7_1288621927825801216,"Thats the best youve got? Biden cant remember which city hes in or the freakin year! He just claimed, TODAY, that we are two years last the census. You can spin it however you want, but his decline is so obvious.",2020-07-29
TWITTER_7_1288621587349098497,Tell this IDIOT Joe RACIST Biden the Federal Government does a Census every years. Biden go back to sleep in your Basement your DEMENTIA or ALZHEIMER'S is back.,2020-07-29
TWITTER_2_1288620538227818499,Biden says is two censuses ago.This is the guy think can lead the free world?,2020-07-29
TWITTER_7_1288619411725787143,". Stroke of the pen... Law of the land! POTUS continues killing it by signing executive order ending Obama & Biden-era ""Affirmative Action"" housing plan13. POTUS signs EO to NOT count illegal immigrants in the US census...you know, the one that's supposed to count US Citizens",2020-07-29
TWITTER_7_1288615966276911104,"Wed be satisfied with a President that knows just what year it is!, Joe Biden says, But you know, in the census, which is now two censuses ago",2020-07-29
TWITTER_4_1288611451712819207,"Joe Biden forgets what year it is: In The Census, Which Is Now Two Censuses Ago via",2020-07-29
TWITTER_4_1288607335821213701,"What year do you think it is Joe?Joe Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-29
TWITTER_4_1288605642928709633,BIDEN refers to the census as the last census. has dementia!,2020-07-29
TWITTER_4_1288602564196536325,"This is the best the dems can do...Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_2_1288600334408069120,"Every time Biden comes up from the basement he says something stupid. Today we got the census was yrs ago and . The man has a brain disorder. They know it, too.",2020-07-29
TWITTER_4_1288595523914600458,"this is sooooo embarrassing... Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-29
TWITTER_8_1288866539005980674,"""The census, which is now censuses ago..."" -Joe BidenMaybe he's from the year .. and the time traveling is what makes him so confused???",2020-07-30
TWITTER_8_1288865883423678465,". thinks that the census was two censuses ago, soon to be.That means Biden believes we are living in the year or so. Hello? Anybody home??",2020-07-30
TWITTER_2_1288865722777640961,"He tried to shrug it off as a joke, and that is followed by his comment about the census, he's decades off on his place in time. DEMENTIA IS PROGRESSING Joe Biden has no idea where he is, then claims its a joke CITIZEN FREE PRESS",2020-07-30
TWITTER_2_1288864387705511936,"FEEBLE MINDED LOON....Joe Biden: In The Census, Which Is Now Two Censuses Ago",2020-07-30
TWITTER_2_1288862734206066690,Nobody can make any census out of what Biden is shoveling.,2020-07-30
TWITTER_7_1288858062749540355,"You said no context. The whole thing is about the election. All of it is contextual.Obviously you missed the point of why Biden said, ""soon to be"" since the census will soon be finished.",2020-07-30
TWITTER_7_1288857943518011392,"You said no context. The whole think is about the election. All of it is contextual.Obviously you missed the point of why Biden said, ""soon to be"" since the census will soon be finished.",2020-07-30
TWITTER_7_1288854393971003395,Did you know that the census was almost two years ago? According to Biden that is... And you all think he is your best demoncratic candidate? The left has lost their minds!,2020-07-30
TWITTER_2_1288852741415108611,Joe Biden doesn't know what year it is or how censuses,2020-07-30
TWITTER_7_1288852560527450113,Biden lost his census a few years ago.,2020-07-30
TWITTER_4_1288850960803135489,", I didnt see when You had set up an interview with Biden. Biden said we are working on Census at least years ahead of . He also asked where he was. Do You think it valid to ask for a Biden competency test since foreign and Domestic policy would change left.",2020-07-30
TWITTER_7_1288850256940146689,"Joe Biden: (01:09)Play the WHOLE THING!!! He misspoke, he meant since the last Census, is soon to be, the largest increase in Latino population as a percent was in the state of Delaware.",2020-07-30
TWITTER_4_1288849802067881985,"What??Joe Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-30
TWITTER_4_1288848643869483010,Joe Biden doesn't know what year it is or how censuses work via,2020-07-30
TWITTER_7_1288846625729908737,"Naw, its actually a brilliant strategy by the dems. Let trump sink his own ship. And the more they can keep Biden out of the gaffe reel the better. I mean he did just say the census was two censuss ago",2020-07-30
TWITTER_2_1288846141073825792,Had Enough Therapy?: Joe Biden on the Census,2020-07-30
TWITTER_2_1288846003085250560,"Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" doesnt know what century hes haunting.",2020-07-30
TWITTER_7_1288845912580603906,"Democrats love the huge donors from big Pharma. Theyre in deep with them.Thanks for doing the right thing, this will help all Americans of every age and race Should help Bidens dementia meds cost less. Yesterday he said that the census was censuses ago.",2020-07-30
TWITTER_8_1288845290544312322,"Joe Biden thinks the Census happened in the year .Joe Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-30
TWITTER_2_1288842124931334145,th Joe Biden doesn't know what year it is or how censuses,2020-07-30
TWITTER_8_1288836417699938304,"Joe Biden: 'In The Census, Which Is Now Two Censuses Ago'",2020-07-30
TWITTER_7_1288833500687327232,"holy shit wow, that's crazy I coulda swore the Census was every years. Incredibly, mr Biden's so smart he knows things even the public doesn't! thanks for your wisdom",2020-07-30
TWITTER_7_1288830487373307905,"Notice how Obama controlled the conversation and did most of the talking. Joes cant think on his ownThanks for proving Bidens dementia over and over again The census was censuses ago Joe Biden, yesterday",2020-07-30
TWITTER_7_1288827592167116801,"Biden also said a nurse blew into his nose, million died from gun violence & alluded to the fact were in year for the census.If persons only listened to you they would never hear those truthsYou should admit youre helping Biden.",2020-07-30
TWITTER_7_1288827555147988993,Biden just said yesterday that the census was two censuses ago. He said Americans have died from COVID-19 The man is train wreck,2020-07-30
TWITTER_7_1288827516963246081,"Biden also said a nurse blew into his nose, million died from gun violence & alluded to the fact were in year for the census.If persons only listened to you they would never hear those truthsYou should admit youre helping Biden,",2020-07-30
TWITTER_7_1288826237301985283,"Biden also said he a nurse blew into his nose, million died from gun violence and alluded to the fact were in year for the census.If persons only listened to you they would never hear those facts and truths. Why are you helping Biden?",2020-07-30
TWITTER_2_1288826131332960256,"Yesterday he did not know where he was, today he forgot what year it is. Lord help him. ...Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO)",2020-07-30
TWITTER_4_1288823287452176384,Senile Joe Biden thinks this years census was two censuses ago via,2020-07-30
TWITTER_2_1288818516582232064,"During a virtual event from his basement on Wednesday, former Vice President and Democratic presidential candidate Joe Biden appeared to forget what year it was when he was talking about the census.",2020-07-30
TWITTER_7_1288817291069550593,Old Joe Biden has no census.,2020-07-30
TWITTER_7_1288815996707450880,"Census needs a redo once Biden gets into office in , no later than .",2020-07-30
TWITTER_7_1288814105109958656,Do you listen to Biden? census is census ago... but w/e,2020-07-30
TWITTER_7_1288813962419752961,Four score and two censuses ago...Joe Biden said some iconic stuff!,2020-07-30
TWITTER_8_1288806745154953216,"AND THE MORON DEMOCRATS WOULD MAKE THIS DUNCE PRESIDENTBiden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-30
TWITTER_7_1288781089151102976,"a little a little. No wonder why your narrow brain can be brainwashed by the Do Nothing Democratic Party. Let me guess, youd like your family to be able to come steal American taxpayer benefits, and Joe Biden aids that so he can use you as a pawn for the census?",2020-07-30
TWITTER_7_1288770873030107137,No. This is the last vote where Republicans can win. Ever.Census has house representatives going from red states to blue because of illegals being counted. Cali/NY/TX/FL gone. Rest of USA is for Biden's Vp Karen Bass's retribution camps for white people,2020-07-30
TWITTER_8_1288760419377610752,"With so many of Bidens gaffes out there, it's no wonder search engines are trying to hide them....Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-30
TWITTER_4_1288759744862334977,first of few appearance by mr gaffe biden from cellar pre arranged and chosen press soft questions no scrutiny census from your democratic liberal friends also fantastic performance more denial just like there is harmony in all democratic states no anarchy are heavenly !,2020-07-30
TWITTER_4_1288745172470120449,"Joe Biden: In the Census, Which Is Now Two Censuses Ago OMG this guy needs to retire and enjoy what time he has left. Clearly demented.",2020-07-30
TWITTER_2_1288720950351917057,More Biden nonsense...now its the census thing.,2020-07-30
TWITTER_2_1288719079428116480,"Gow long can this sick joke go on? But you know, in the census, which is now two censuses ago Biden",2020-07-30
TWITTER_7_1288717122424774656,"Yeah saw your boy Joe Biden on tv "" i guess they forgot to tell him where he was he came out disheveled and out of sorts.Then quoted the Puerto Americans numbers for the Census and stated that was census ago. WTF..?",2020-07-30
TWITTER_4_1288705653750603776,"Hello...I want to send my deep concerns regarding Joe Biden, your presumptive presidential nominee. The other day at a campaign stop he didn't know where he was or what year it was, speaking for example, about the census as if were years ago.",2020-07-30
TWITTER_7_1288705269988392960,Definitely since by the census will be at least years old... Bidens the man!,2020-07-30
TWITTER_2_1288704651144159232,"As much as I admire Bidens avid desire to live in , we are most certainly NOT, in . censuses is years since the census is conducted every years.",2020-07-30
TWITTER_2_1288697728638255105,Who let Biden out of the basement? was two censuses ago? Ha ha!,2020-07-30
TWITTER_2_1288693728719200256,Biden spoke today about the census which he says was two decades ago. Its beginning to look like he may not even make it to November.,2020-07-30
TWITTER_7_1288687892664070146,Biden forgot what year it was today and got confused about the census! He also forgot where he was! All on video! Better be carful what they wish for,2020-07-30
TWITTER_2_1288686317463842817,"biden thinks the census was censuses ago, ill stick with the weird foot guy",2020-07-30
TWITTER_8_1288957530375426053,"Joe Biden is very confused:In the Census, which is now two censuses ago soon to be",2020-07-30
TWITTER_8_1288957297092202499,Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago,2020-07-30
TWITTER_8_1288956299367952386,"Joe Biden is very confused: In the Census, which is now two census... via",2020-07-30
TWITTER_2_1288955430144630784,Joe Biden in Latest Moribund Brain Freeze: Census Now Two Censuses Ago,2020-07-30
TWITTER_2_1288954531351597058,Joe Biden In Latest Brain Freeze: Census 'now Two Censuses Ago' more at,2020-07-30
TWITTER_8_1288954422811271168,************Who will be stepping in for Joe??*********** Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago via,2020-07-30
TWITTER_8_1288953724493279238,Joe Biden in Latest Brain Freeze: Census Now Two CensusesAgo,2020-07-30
TWITTER_4_1288953125991321602,Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago via,2020-07-30
TWITTER_2_1288951588149747712,"Watch ""Joe Biden doesn't know what year it is or how censuses work"" on YouTube",2020-07-30
TWITTER_8_1288951068488065025,"Mr Joseph Robinette Biden!""You know, in the Census which is now censuses ago, soon to be.""",2020-07-30
TWITTER_4_1288949136105013251,Is this pathetic old fart REALLY the best Democrats can do? Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago' via,2020-07-30
TWITTER_4_1288948590908448774,"Joe Biden is ALWAYS confused... RT : Joe Biden is very confused:In the Census, which is now two censuses ago soon to be",2020-07-30
TWITTER_2_1288946199895126017,"""Joe Biden appeared to forget what year it was when he was talking about the census.""",2020-07-30
TWITTER_8_1288945896143622145,"Senile and a bit too Coo-co Joe Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-30
TWITTER_4_1288942931777392640,They have dementia drugs for this... Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago' via,2020-07-30
TWITTER_7_1288942878870446080,"Biden: ""...The Census which was decades ago""",2020-07-30
TWITTER_8_1288938592019066884,"Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago.But Joe was partially right. When we first held censuses back when they first met, the US had a relatively small via",2020-07-30
TWITTER_8_1288938349559001090,Joe Biden in Latest Brain Freeze: Census Now Two Censuses,2020-07-30
TWITTER_4_1288938173192474624,This is the best candidate the Democrats have? Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago via,2020-07-30
TWITTER_2_1288937668462575617,I wish Biden would speak publicly every day. Not only would he lose more and more votes every day we would all get to smile and laugh a lot more. I cannot believe this is the DNC candidate.Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses,2020-07-30
TWITTER_4_1288937236688326656,"Joe Biden: In The Census, Which Is Now Two Censuses Ago via Two Census ago from a man who has no sense,",2020-07-30
TWITTER_2_1288936302575079433,Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago',2020-07-30
TWITTER_2_1288934574798581761,Did you hear Biden speak the other day when he didn't know where he was and he said census was two counts back? How does anyone vote for a person who obviously is ill?,2020-07-30
TWITTER_4_1288934249253437442,"Joe Biden: In The Census, Which Is Now Two Censuses Ago via What a nimrod!",2020-07-30
TWITTER_2_1288933882558140428,"According to Beijing/Quid Pro Quo Joe Biden, the census is ""two censuses ago."" Oh, boy!!!",2020-07-30
TWITTER_4_1288933059493089283,"Joe Biden: In the Census, Which Is Now Two Censuses Ago via",2020-07-30
TWITTER_2_1288932154882306048,BREAKING: Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago',2020-07-30
TWITTER_2_1288930637341003777,Breitbart: Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago',2020-07-30
TWITTER_4_1288930498861907968,"And people still wanna vote for him!!! Biden: In The Census, Which Is Now Two Censuses Ago via",2020-07-30
TWITTER_8_1288930380079337472,Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago' - HOW MANY BRAIN LAPSES DOES ONE GET TO BE DISQUALIFIED?,2020-07-30
TWITTER_7_1288930308637618176,You wanna use the words BRAIN and BIDEN in the same tweet? lol The man literally seems to think the census happens every year. Watch! He's the gift that keeps on giving!,2020-07-30
TWITTER_8_1288929724195110912,Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago' via,2020-07-30
TWITTER_2_1288929564996055040,Joe Biden: 'The Census...Is Now Two Censuses Ago--Soon to Be,2020-07-30
TWITTER_4_1288928971766272000,Joe Biden in Latest Brain Freeze: Census Now Two Censuses Ago va,2020-07-30
TWITTER_4_1288926349466296320,Breitbart RSS: Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago',2020-07-30
TWITTER_8_1288926030607060993,"Dementia Joe Biden: The Census Is Now Two Censuses Ago, Soon to Be Absolutely no one could think this guy could be president. Democrats will vote for total chaos and destruction of America",2020-07-30
TWITTER_4_1288925721998499841,via Joe Biden in Latest Brain Freeze: Census 'Now Two Censuses Ago',2020-07-30
TWITTER_2_1288923069587902465,According to Joe Biden the census was two census ago. Whaaaaat. And anyone believes Joe Biden could carry on a conversation with a foreign leader!,2020-07-30
TWITTER_7_1288922046055972864,This guy never knows where he is or what day it is or what office hes running for or even what year it is as of yesterday. Census we took years ago in Biden geezus mans family needs to get him outta this shits awkward and sad,2020-07-30
TWITTER_7_1288921086554337281,Biden thinks the census was two decades ago. Who cares what he thinks? SMH,2020-07-30
TWITTER_7_1288920783037894656,"I got my neighbors census. Im honest and brought it to his house, but I could have filled it out? The mail gets delivered to the wrong house all the time. Lets say you have a Biden flag at your house and your mail carrier doesnt agree with it. Your ballot code may vote Trump.",2020-07-30
TWITTER_2_1288919520711774208,"Joe Biden: 'The Census...Is Now Two Censuses Ago, Soon to Be | CNSNews",2020-07-30
TWITTER_7_1288919297348317189,"Halarious, BIDEN said there was a need for "" Election Registration Phyiscan's "" to prevent voter fraud in November. Interview was with Joy Ried Last Monday. Yesterday he said "" The census was censuses ago "" . Check for yourself if you don't believe me. Not my President !!",2020-07-30
TWITTER_7_1288914523311800320,"Apparently, Biden was referring to the census and said ...",2020-07-30
TWITTER_4_1288909590365483008,"Joe Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-30
TWITTER_7_1288909314745303048,Remember when Biden said the census was years ago. Keep trying snowflake,2020-07-30
TWITTER_2_1288908416400818177,"Obama is a disgrace for endorsing Biden who Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO)",2020-07-30
TWITTER_2_1288907613900546050,"Obama is dishonest to endorse Biden:Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO)",2020-07-30
TWITTER_2_1288907149054115841,"Because Biden had Dementia; Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO)",2020-07-30
TWITTER_2_1288903542149963776,"Joe Biden continues to decline in full public view of his voters: The U.S. Census took place twenty years ago, presumptive Democrat presidential nominee Joe Biden implied Wednesday.",2020-07-30
TWITTER_8_1288903095100100608,"Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via what?",2020-07-30
TWITTER_2_1288901573523976192,"Joe Biden: The Census Is Now Two Censuses Ago, Soon to Be htttps://",2020-07-30
TWITTER_2_1288895842234052609,"Joe Biden: The Census Is Now Two Censuses Ago, Soon to Be",2020-07-30
TWITTER_7_1288891325312462849,Biden doesn't make any censuses.,2020-07-30
TWITTER_8_1288881144180748293,". Biden Gets Confused Again, Doesn't Know What Year it is: ""In the Census, Which is Now Two Censuses Ago"" (VIDEO) via",2020-07-30
TWITTER_8_1288878365613723651,Now Joe Biden thinks the census was years ago. How is this farce allowed to continue? via,2020-07-30
TWITTER_2_1288876076970782723,"Joe Biden: The Census Is Now Two Censuses Ago, Soon to Be | CNSNews",2020-07-30
TWITTER_7_1288875861110747136,"Because he was speaking about censuses ago you idiot. You can edit and splice all you want but Joe Biden supporters have seen the real videos, even trumptards too. You Trumps are as dumb as a box of rocks. Trump is history. Loser",2020-07-30
TWITTER_2_1288870346028978176,"on the Just in case you don't understand why Senile Joe Biden does not do many interviews, take a look at this, from yesterday:",2020-07-30
TWITTER_2_1289047556043964417,"Yeah, & its censi when talking about > census! (For the protester thats sarcasm, & I know its not really censi. Its a joke... never mind.) Elect Biden & Pelosi only has to run over a VP b4 shes running the country. (Thats NOT a joke, protesters.) Thats a nightmare!",2020-07-30
